id,name,brewery_id,style,availability,abv
253724,Killin Time,33820,American Blonde Ale,Rotating,5.5
192462,Duck Duck Gose,42321,Leipzig Gose,Rotating,5.0
119787,Czech Mate,31066,Bohemian Pilsener,Spring,9.1
336743,Szechuan Sauce,35547,American IPA,Rotating,6.2
328465,Cinnamon Roll Brown,51758,American Brown Ale,Rotating,6.0
312032,Extra Crispy,50994,American Pale Ale (APA),Rotating,5.2
189114,Santana Ray,30364,European Export / Dortmunder,Rotating,5.3
368274,Ella IPA,51972,American IPA,Limited (brewed once),5.6
324527,First-Time Homebrew,45647,American Strong Ale,Limited (brewed once),7.5
93603,Red Cockaded Ale,16759,American Amber / Red Ale,Spring,8.5
238500,Tropical Disturbance,35323,American Blonde Ale,Summer,4.0
336276,Frootie Tang,41464,Berliner Weisse,Spring,5.0
307664,Pungent IPA,31938,American Imperial IPA,Fall,8.7
120450,El Dorado IPA,16759,American IPA,Rotating,6.8
280190,Juice - Lime Session IPA,31272,American IPA,Rotating,5.2
365312,Bockaneer,45861,German Bock,Rotating,6.8
157964,Rye Extra Pale Ale,35547,English Pale Ale,Rotating,5.6
125845,Cinco Peso Pale Ale,2101,American Pale Ale (APA),Year-round,5.0
329000,Lake To Gulf Series #3: Black IPA,35687,American Black Ale,Limited (brewed once),6.7
358922,Summer Wheat,27697,American Pale Wheat Ale,Spring,3.5
115843,Schwarzer Rauch,383,German Rauchbier,Rotating,4.5
281304,General Zaragoza,35022,American Light Lager,Year-round,4.3
334897,Free & Clear Lager,46377,American Lager,Year-round,4.9
366397,Gaze Vol. 2: Apricot and Mango,35547,American IPA,Limited (brewed once),6.2
297667,Red House Wheat,48017,American Pale Wheat Ale,Rotating,5.5
156267,7 Spanish Angels,33820,American Brown Ale,Rotating,6.5
306381,Mondlift,46663,German Märzen / Oktoberfest,Limited (brewed once),5.7
225171,Bar Down Pilsner,31066,German Pilsner,Rotating,5.6
340796,Shepherd’s Juice,32171,American Pale Ale (APA),Year-round,6.3
117778,Derailleur,30162,Scotch Ale / Wee Heavy,Rotating,8.5
106533,Heavy Machinery English IPA,25667,English India Pale Ale (IPA),Rotating,5.9
335781,Peach Ale,28520,Fruit and Field Beer,Rotating,12.0
227730,Jeremiah Red,42848,Irish Red Ale,Year-round,7.3
223255,Dr. Green Thumb,42555,American Imperial IPA,Rotating,8.2
114243,Hoppy Dazed,34119,American IPA,Year-round,7.3
239538,Summer Ale,7059,German Kölsch,Summer,4.7
373218,Smoothie Tart: Pink Guava and Raspberry,35547,American Wild Ale,Limited (brewed once),6.1
276549,Thunderbolt,43107,American Wild Ale,Rotating,5.8
196490,Texas Uncommon Ale,40236,California Common / Steam Beer,Rotating,5.64
39073,Double Red,4858,American Strong Ale,Rotating,8.25
371501,Shiner S'more,143,European Dark Lager,Limited (brewed once),5.0
327511,Spartan of Balaton,32171,American Stout,Rotating,5.7
247384,Second Sandbar,35323,English Brown Ale,Rotating,4.5
188338,Mandarina Bavaria IPA,39248,American IPA,Rotating,6.5
342579,DDH Axis IPA,458,American IPA,Rotating,7.0
167973,Sour Blonde,25622,American Wild Ale,Rotating,6.3
260326,Sol Vinum,34765,Belgian Strong Pale Ale,Rotating,10.0
301652,Hop Engine APA,43007,American Pale Ale (APA),Rotating,5.4
300936,Match Day,28520,American Pale Ale (APA),Rotating,5.5
265621,Mythical Creature,31850,American IPA,Rotating,7.0
261427,Free Fallin' Oktoberfest,37612,German Märzen / Oktoberfest,Fall,5.3
151705,Entire,38139,English Porter,Year-round,6.8
346112,Manticore,31850,American Imperial Stout,Limited (brewed once),15.55
351879,Daisy If You Do NEIPA,45335,New England IPA,Limited (brewed once),7.0
107350,Zio Carlo Amypalooza,31430,Belgian Tripel,Rotating,8.5
122019,Luckenbock,28397,German Bock,Year-round,7.0
76498,Hellfighter,26762,American Imperial Porter,Rotating,9.5
39482,Uncle Billy's Ax Handle American Pale Ale,16088,American Pale Ale (APA),Year-round,5.6
215997,Discord,43007,American IPA,Rotating,7.0
296447,Axe Murderer,24916,American Imperial Stout,Rotating,12.5
220587,Mysterium Verum Coffissar,458,Russian Imperial Stout,Rotating,9.3
39817,Malt Ball,4858,American Porter,Rotating,6.0
177783,Saison Batch 2,37083,Belgian Saison,Rotating,6.4
332009,Friday Slide,31850,English Sweet / Milk Stout,Limited (brewed once),10.7
362656,Lakeside IPA,46205,American IPA,Year-round,6.9
281340,Weisstheimer,28784,German Hefeweizen,Summer,5.4
166022,Pinata Protest,18823,American Amber / Red Ale,Year-round,6.0
353326,Vor Ort,53055,European Pale Lager,Year-round,4.5
302092,Structural Stout,50448,English Oatmeal Stout,Year-round,7.5
70860,Gravel Road,9969,German Altbier,Summer,7.25
316706,San Marcos Blonde,46958,German Kölsch,Rotating,5.5
138752,Off With Your Red,33844,American IPA,Rotating,7.9
341756,Orange Vanilla Cream Ale,51758,American Cream Ale,Rotating,5.2
307671,Meusebach,29440,German Doppelbock,Rotating,7.7
350408,SPON Grapefruit,24018,Belgian Fruit Lambic,Limited (brewed once),6.0
363536,Just Hunks,37083,American Imperial IPA,Rotating,8.5
100859,Austonerveisse,1418,Berliner Weisse,Summer,4.5
295097,Woody Wulf,43737,American IPA,Rotating,6.8
259716,Evangeline,47537,Belgian Saison,Rotating,7.0
325716,Thawed Out,37532,American IPA,Rotating,5.7
215655,Helles,458,German Helles,Spring,4.8
77846,Mad Meg Farmhouse Provision Ale,24018,Belgian Saison,Year-round,9.6
128592,Princeps Pacis,34765,Belgian Tripel,Year-round,8.7
157919,Hibiscus Saison,31272,Belgian Saison,Rotating,7.0
316193,Ready Player One,51156,Belgian Saison,Rotating,5.8
349571,La Verdad,25667,Vienna Lager,Summer,4.5
163689,Nemesis,37612,American IPA,Rotating,7.2
338467,Peanut Butter Jelly Russian Imperial Stout,45335,Russian Imperial Stout,Rotating,12.0
327536,Chocolate Salty Stout,25622,American Stout,Winter,5.4
249357,RedBud With Cucumber,10284,Berliner Weisse,Rotating,5.0
148743,Tropic Thunder,37507,Belgian Saison,Rotating,5.0
308727,Strawberry Wheatness,46377,American Pale Wheat Ale,Limited (brewed once),5.0
145146,Green Room IPA,16088,American IPA,Year-round,6.0
100864,Hanuman Ale,1418,Scottish Gruit / Ancient Herbed Ale,Year-round,5.5
313100,Draped Up,43368,New England IPA,Rotating,6.8
109106,Black Curtains,28520,American Imperial Stout,Rotating,11.0
368275,Amber,51972,American Amber / Red Ale,Limited (brewed once),5.6
159023,Loves Hangover,37532,English Old Ale,Rotating,8.0
316921,Santa Wants Vanilla,37532,American Imperial IPA,Limited (brewed once),8.0
161742,Senior Gustave's,31066,American Porter,Rotating,7.4
371253,Bat Wing,44036,American Stout,Rotating,9.0
40995,Rye Weisse,4858,Rye Beer,Rotating,6.0
41004,Vanilla Porter,4858,American Porter,Rotating,5.6
261415,Checkered Past,37612,California Common / Steam Beer,Rotating,6.2
255727,Tatonka Stout,10020,American Imperial Stout,Year-round,8.5
271081,Suicide Hop,44379,American Imperial IPA,Rotating,9.5
348383,Especia Oscura,51758,American Imperial Stout,Rotating,10.2
167088,McKinney Champagne,17033,American Strong Ale,Rotating,10.5
264197,Mr. Brown Stone,44379,American Brown Ale,Rotating,5.8
199859,Athena,37552,Belgian Tripel,Rotating,8.6
222969,Full Grown Man,40064,Russian Imperial Stout,Rotating,11.3
113678,Cali Common,27696,California Common / Steam Beer,Rotating,5.8
373229,Sigma / B-52 - Brother Seamus,44383,New England IPA,Limited (brewed once),7.0
218842,Doppelbock,35022,German Doppelbock,Rotating,7.1
322922,Mór IPA,36489,American IPA,Year-round,6.5
163412,Trailrunner Golden Ale,39548,American Blonde Ale,Year-round,4.5
259302,Reindeer Droppings,35323,American Stout,Winter,6.3
259718,Koufax,47537,Fruit and Field Beer,Rotating,5.3
322350,Bushyasta,41475,Belgian Tripel,Rotating,9.0
337446,Peep This Collab,37507,American Wild Ale,Rotating,4.5
341923,Spon - 3 Yr Blend (2017),24018,American Wild Ale,Limited (brewed once),5.7
325623,Czech's in the Pale,51806,American Pale Ale (APA),Rotating,5.5
348296,DDH IPA Series 2,40064,American IPA,Limited (brewed once),7.2
352766,Smash Smash,35964,American IPA,Rotating,6.7
128788,Peach Buzz,31850,American Pale Wheat Ale,Summer,7.25
302089,Amarillo Hopkins,50448,American IPA,Year-round,7.0
240368,Half Nelson,27696,American IPA,Rotating,7.2
359371,Red Weisse,4858,German Dunkelweizen,Rotating,5.4
317605,Barrel Aged Brett IPA,27934,American Brett,Rotating,7.2
276032,Bull's English Brown With Coffee,41762,English Brown Ale,Rotating,5.5
98479,Dunkelweizen,383,German Dunkelweizen,Rotating,5.3
293181,One Too IPA,39248,American IPA,Rotating,6.8
335724,Illegal Red,50877,American Imperial IPA,Rotating,9.6
196489,Gold Export Lager,40236,European Export / Dortmunder,Rotating,5.5
221098,Beez Nutz,28255,American Porter,Rotating,8.2
99893,Heavy Machinery Wet Hop IPA,25667,American IPA,Fall,7.0
281074,Hoppin' Wolf,27042,American Pale Ale (APA),Rotating,5.5
341294,Pub Crawl - Kumquats,337,American Pale Ale (APA),Limited (brewed once),4.7
155593,Hammerhead,42321,Scotch Ale / Wee Heavy,Year-round,6.5
141497,Henry,37083,Belgian Saison,Rotating,3.0
346360,High Knees,43368,New England IPA,Rotating,8.0
237402,Black Habit,43230,German Schwarzbier,Year-round,5.3
272608,Blonde,31066,American Blonde Ale,Rotating,5.7
120701,No. 6,24381,Belgian IPA,Summer,5.3
359373,Dia Tranquilo,16088,American Adjunct Lager,Rotating,4.6
252829,Anti Modern IPA,35016,American Black Ale,Rotating,4.5
209815,Slam Dunk Pilsner,43738,German Pilsner,Year-round,5.0
321598,Old Mose,31272,Belgian Quadrupel (Quad),Winter,13.3
239886,Imperial Pale Lager,26762,American Imperial Pilsner,Rotating,6.0
120700,Aleph Null,24381,Fruit and Field Beer,Rotating,9.5
301677,Vaughn,47537,German Pilsner,Rotating,5.3
86059,Krunkin Pumpkin,26762,Pumpkin Beer,Fall,8.5
330862,King Grackle Stout,46321,American Stout,Rotating,7.5
316136,Gingerbread Winter Warmer,44381,Winter Warmer,Winter,7.0
340319,Dough Boy,52532,English Strong Ale,Rotating,5.8
308546,Fetcher in the Rye,40964,Rye Beer,Fall,5.22
296441,Lidocaine,39611,American IPA,Rotating,7.1
314746,Orange Is The New Black,45648,American IPA,Limited (brewed once),8.1
287967,KickStart,44036,Belgian Strong Pale Ale,Rotating,6.4
304118,Amaretto By Morning,28255,American Cream Ale,Rotating,5.8
223284,Raspberry Wheat,39248,American Pale Wheat Ale,Rotating,7.2
281076,Topaz,27042,Belgian Tripel,Year-round,9.7
317918,Witness Protection,46377,American Porter,Limited (brewed once),7.7
364755,Cellarman's Reserve - Santiam,31272,American IPA,Rotating,7.0
257272,Band Wagon,43007,American Imperial IPA,Rotating,8.0
325321,Bigger in Texas,51758,American IPA,Year-round,8.1
125287,True Culture Oatmeal Coffee Porter,34333,American Porter,Year-round,5.5
323033,Samoan Joe's,50994,English Porter,Rotating,5.5
250580,Sigma Porter,44383,American Porter,Year-round,7.9
359366,It's Not A Pneuma,24381,American Black Ale,Rotating,6.0
358271,"Adjunct Professor Black Cocoa, Coconut, Almond & Vanilla",35964,American Stout,Rotating,6.1
207464,Merry Buffing Xmas,28255,American IPA,Winter,7.5
312199,Theoretical Hazing,43007,American Imperial IPA,Rotating,9.5
345531,Peach Wheat Ale,52779,American Pale Wheat Ale,Rotating,5.0
83514,Cul Sec,24381,American Pale Ale (APA),Summer,6.0
369416,Rainier PCT,47051,American IPA,Year-round,4.5
193299,Bianca Pesca,31430,Belgian Witbier,Rotating,5.0
344977,My Milkshake,50877,New England IPA,Rotating,6.5
75330,IPA,19798,American IPA,Rotating,6.9
236293,The Wanderer,30380,American Barleywine,Rotating,9.0
188928,Uncommon Cowboy,39611,California Common / Steam Beer,Rotating,6.0
327926,Old Love,31875,American Barleywine,Limited (brewed once),10.7
185636,Darker Season,38264,American Strong Ale,Rotating,9.5
331893,Holmes English Pale,52084,English Pale Ale,Rotating,5.5
188336,The Ardennes BPA,39248,Belgian Pale Ale,Rotating,8.9
324937,"Shut Up, Mimsy!",48342,German Roggenbier,Rotating,6.0
247385,Ryecaramba,35323,American Amber / Red Ale,Rotating,5.6
347142,Mail Fraud,18823,German Maibock,Rotating,8.0
330856,Dark Odyssey,49549,English Oatmeal Stout,Rotating,7.0
94268,Woodcutter Rye IPA,30882,American IPA,Year-round,6.55
212267,Big Mistake,39953,Russian Imperial Stout,Rotating,12.3
363905,Wicked Fox,48385,American IPA,Summer,5.5
155180,Four Swords Cabernet Barrel Aged,27403,Belgian Quadrupel (Quad),Rotating,10.5
318134,Vague Recollection - 2017 Syrah and Sangiovese,24018,Belgian Saison,Limited (brewed once),6.0
159019,Goesting,37532,Belgian IPA,Rotating,7.4
163155,Cucumber Blonde,39455,American Blonde Ale,Rotating,4.0
247333,Pilsner,39248,Bohemian Pilsener,Rotating,5.9
67274,Shiner Ruby Redbird,143,Fruit and Field Beer,Summer,4.01
73681,Rahr's Blonde,9969,German Helles,Year-round,5.0
102901,KCCO White Wheat,32990,German Hefeweizen,Year-round,5.0
371667,Marzipan Imperial Milk Stout,41762,Russian Imperial Stout,Limited (brewed once),8.5
274555,Rare Corals,24018,Belgian Saison,Rotating,5.3
264645,Guava,43737,Belgian Saison,Rotating,6.4
331627,Bishop's Barrel 20,337,Belgian Dubbel,Limited (brewed once),8.5
333082,Lost Bait IPA,23564,American IPA,Rotating,7.0
236102,Kook,35323,American Blonde Ale,Rotating,5.8
240726,I Tell You Wit,41475,Belgian Witbier,Rotating,5.0
280986,Ol' Sheep Dip Amber,46205,American Amber / Red Ale,Rotating,5.25
308791,Ramen Beer Surprise,37507,Leipzig Gose,Limited (brewed once),4.5
309018,Ahuevo,47543,American Imperial IPA,Winter,10.3
185466,Hoist The Black Flag Black IPA,28181,American Black Ale,Rotating,6.5
239323,Brown Ale,45335,American Brown Ale,Rotating,5.8
275347,Jacobite,16088,Scottish Ale,Rotating,9.5
240601,Tide Pool,35323,American IPA,Rotating,4.8
73326,Senor Viejo,25622,German Schwarzbier,Rotating,8.2
75803,Peche'cus,18823,American Wild Ale,Rotating,8.2
254476,Porter Patrol,43098,American Porter,Rotating,5.6
104486,Hoperation IPA,29509,American IPA,Year-round,7.25
217682,The Mandarin,30128,American Pale Ale (APA),Spring,6.0
80522,Don Jalapeno Ale,24326,Chile Beer,Rotating,6.7
270857,Pinsetter,458,American Amber / Red Lager,Year-round,5.4
271079,Oatmeal Stout,35322,American Stout,Rotating,6.0
359410,1983,51327,German Hefeweizen,Rotating,4.5
191076,I'll Be Your Basilberry,32171,American Pale Wheat Ale,Rotating,6.3
231270,Tiny Barrel Series Barrel-Aged Farmhouse Ale,35964,Belgian Saison,Rotating,7.5
254592,Imperial Oatmeal Stout,39248,English Oatmeal Stout,Winter,10.0
364749,Peacemonger,52689,German Pilsner,Year-round,5.2
316201,Frag Out,51156,American IPA,Rotating,5.1
176504,Bound And Determined Chile Stout,40964,American Stout,Year-round,6.0
345329,The S.O.N. Double Stout (With Coconut),39548,American Imperial Stout,Limited (brewed once),8.0
251757,Nine Banded,47266,American Pale Wheat Ale,Year-round,5.0
337348,Lady Luck,41762,Herb and Spice Beer,Rotating,7.0
338620,DDH IPA,40064,American IPA,Rotating,6.8
211654,Zee German Pils,26762,German Pilsner,Spring,4.8
278993,Feeding Frenzy,37552,American Imperial IPA,Rotating,8.0
365308,Mary Poppins' Party Sauce,45647,English Extra Special / Strong Bitter (ESB),Rotating,5.7
114244,Best Mistake Stout,34119,American Imperial Stout,Year-round,6.5
288565,May Queen Maibock,28181,German Maibock,Spring,6.8
142489,Black Fury,34963,American Wild Ale,Rotating,4.7
367780,6th St Wheat,49058,American Pale Wheat Ale,Rotating,5.5
233871,Vanilla Porter,35322,American Porter,Rotating,5.3
43535,(512) IPA,17863,American IPA,Year-round,7.2
43675,Harvest Hefeweizen,10020,German Hefeweizen,Year-round,4.9
196427,The Badge,38736,American Blonde Ale,Rotating,4.9
334203,Sweet Love,47543,English Sweet / Milk Stout,Rotating,8.6
373535,Fresh Hop IPA,47537,American IPA,Fall,7.0
276761,Lakewood Coconut Temptress,29656,English Sweet / Milk Stout,Rotating,9.1
359396,Pomegranate Blood Orange Finkle,25667,Berliner Weisse,Limited (brewed once),3.0
307343,Red Eye PA,23564,American IPA,Rotating,5.1
257362,Bitter Soul ESB,46890,English Extra Special / Strong Bitter (ESB),Year-round,4.8
196169,Imperial Vanilla Porter,42042,American Imperial Porter,Rotating,8.3
305772,Hecho En Conroe,16759,American Lager,Fall,5.0
174717,Hops Of The Earth,39455,American IPA,Rotating,6.5
170695,Vienna Lager,35687,American Amber / Red Lager,Rotating,5.5
342786,rodeo clown double IPA,26762,American Imperial IPA,Year-round,9.8
254235,Sweet Potato Pecan Scotch Ale,35022,Scotch Ale / Wee Heavy,Rotating,7.7
271043,Foreign Extra Stout,35016,American Stout,Rotating,8.2
65743,Boxer's Revenge,24018,American Wild Ale,Rotating,10.2
255724,Taproom IPA,40217,American IPA,Rotating,6.8
233118,Mid-Frequency IPA,45861,American IPA,Year-round,7.1
319652,Rhetorical Haze,43007,American IPA,Rotating,7.4
269476,Pale Ale,48409,American Pale Ale (APA),Year-round,6.1
307345,Oktoberfest,23564,German Märzen / Oktoberfest,Rotating,5.1
74106,Pumpkinator,337,Pumpkin Beer,Rotating,10.0
75393,Leapin' Lizards India Pale Ale,6339,American IPA,Rotating,6.6
333924,Abscission,24018,American Wild Ale,Limited (brewed once),5.5
128332,Moebius,24381,Russian Imperial Stout,Rotating,10.1
333123,Weekday Warrior,26762,American IPA,Year-round,4.5
166748,Sasquatch (Oak Aged),31850,American Imperial Stout,Rotating,10.07
282516,Khryseis Blonde,45944,American Blonde Ale,Rotating,5.5
75576,Bonnie The Rare,24018,Berliner Weisse,Rotating,3.7
240392,Evil Catfish IPA,44928,American IPA,Year-round,6.3
48280,4Shadow,18823,Smoke Beer,Winter,7.0
342475,Super AlphaFragilistic,48409,American Imperial IPA,Rotating,8.0
327546,Tex S Monkey Amber,48265,American Amber / Red Ale,Year-round,5.7
167079,Malty McFly,1418,American Brown Ale,Rotating,6.8
347866,Banana Stand Money!,52077,American Imperial Stout,Rotating,11.0
82676,Walter's Ghostly Pale Ale,13948,American Pale Ale (APA),Year-round,5.2
348376,Smarty (With Blackberry),51758,Berliner Weisse,Rotating,4.5
347192,La Rubia Campo,18823,American Blonde Ale,Limited (brewed once),4.8
329678,Dublin Me Luck,39953,Irish Red Ale,Spring,5.7
177938,Fieldworks Brett IPA,26762,American Brett,Rotating,6.1
363282,Day Quencher Session Ale,143,American Blonde Ale,Limited (brewed once),4.6
91477,Intellectuale,28784,Belgian Witbier,Year-round,5.7
359347,Party Forever,31066,American IPA,Limited (brewed once),6.5
256391,Porter,47544,American Porter,Year-round,7.5
371475,This is Froot!,31066,American Wild Ale,Limited (brewed once),7.5
291803,Roxanne,47537,American Wild Ale,Rotating,6.2
125383,Provenance (Lemon & Lime),24018,Belgian Saison,Rotating,6.0
45579,Rauchbier,16759,German Rauchbier,Rotating,5.6
243555,Hairy Porter,23564,American Porter,Rotating,5.4
209793,Java Joule,43735,American Stout,Rotating,8.0
155674,Maori Queen,37532,American IPA,Rotating,7.2
79277,Nameless Winter Amber,24825,Winter Warmer,Winter,4.9
184864,Lake Breeze Summer Blonde,38756,American Blonde Ale,Summer,5.9
132865,Grodziskie,383,Smoke Beer,Rotating,3.2
243250,Soul Pleasure Southern Stout,46663,American Stout,Year-round,6.0
220430,Mega Citrus One,43107,American Imperial IPA,Rotating,9.9
310687,Feisty Redhead,47543,American Blonde Ale,Limited (brewed once),5.9
327505,Pog Mo Thoin,38756,Irish Dry Stout,Rotating,5.2
372764,On the Square,52527,American IPA,Rotating,6.8
334111,Adios Pantalones,9969,American Pale Wheat Ale,Limited (brewed once),5.5
49808,Echolocator Hoppelbock,18823,German Doppelbock,Rotating,6.3
372773,1137 Crossroads,50039,American Imperial IPA,Rotating,8.6
45591,Shiner Holiday Cheer,143,German Dunkelweizen,Winter,5.4
168561,Midnight Cab,9969,Belgian Saison,Rotating,7.5
153660,Little Boss,35964,Berliner Weisse,Rotating,3.4
209822,IP80,43739,American IPA,Year-round,6.0
322001,Cosmic Cowboy,51606,American IPA,Year-round,7.0
319841,Sweater Weather,28255,Belgian Quadrupel (Quad),Winter,9.0
241499,SMaSH IPA,36212,American IPA,Rotating,6.6
128328,Thunder Kiss,34963,German Dunkelweizen,Rotating,7.8
240930,Space Train,46198,American IPA,Year-round,5.5
177740,Provenance (Lemon & Lime) 2015,24018,Belgian Saison,Rotating,5.7
322456,Prodigal Pils,48264,German Pilsner,Rotating,5.2
363471,East of Eden,48264,Belgian Saison,Limited (brewed once),8.0
312824,Bestest Coast,31066,American Imperial IPA,Rotating,9.0
131944,Urban Achiever Imperial Chocolate Milk Stout,29426,American Imperial Stout,Rotating,10.0
215716,Helles,44380,German Helles,Rotating,4.9
206996,Hefeweizen,43548,German Hefeweizen,Year-round,5.5
201226,Blue Testament,43230,American Lager,Year-round,5.5
93539,Lakewood Bourbon Barrel Temptress,29656,English Sweet / Milk Stout,Rotating,11.3
125384,Provenance (Tangerines & Clementines),24018,Belgian Saison,Rotating,6.2
330439,Rise N Shine,42555,American Blonde Ale,Year-round,5.6
88857,667 Neighbor Of The Beast,30380,American IPA,Year-round,6.6
324164,Scots d'Ale,50448,Scottish Ale,Rotating,5.9
311648,Eagle Tears,41464,Leipzig Gose,Fall,6.0
147619,Coffee Torpor,18823,American Porter,Rotating,5.8
141491,Sand Panther,37083,American Wild Ale,Rotating,3.8
259159,City Lager,39611,American Lager,Year-round,5.2
267780,Knight Ryder,46198,American Stout,Rotating,8.0
247230,French Saison,27696,Belgian Saison,Rotating,5.96
101387,Lakewood Goatman,29656,European Dark Lager,Year-round,9.3
276044,Family Trip,40007,Belgian Tripel,Year-round,10.0
45904,Rare Breed: Blind Salamander,9969,English Pale Ale,Rotating,5.2
143600,South Austin Speedball,32581,American Stout,Rotating,6.3
93700,Love Street Summer Seasonal,26762,German Kölsch,Summer,4.9
372433,Royal Blood,41762,Belgian Witbier,Rotating,5.5
366671,Mexican Hot Chocolate,28255,American Imperial Stout,Rotating,9.6
271032,Roccoco Imperial Coconut Bro',33300,American Brown Ale,Rotating,10.0
241500,Catalyst With Madarin,36212,American Imperial IPA,Rotating,9.6
142495,OkTOOBERfest,34963,German Märzen / Oktoberfest,Fall,5.3
336122,Full Steam Ahead,17033,California Common / Steam Beer,Limited (brewed once),5.1
83500,Dew Drop,25805,Belgian Pale Ale,Rotating,6.2
60642,Shiner Märzen-Style Oktoberfest,143,German Märzen / Oktoberfest,Fall,5.8
179858,Backlash Nitro Milk Stout,40952,English Sweet / Milk Stout,Rotating,5.1
310564,Hopston - 4x Dry-Hopped,28784,American IPA,Rotating,6.5
128936,Zythophile Rakau,30380,American IPA,Rotating,7.5
277113,Ponyboy,47537,German Pilsner,Rotating,4.8
229537,Oasis Amber,10020,American Amber / Red Ale,Year-round,4.7
239996,Presumed Innocent,46377,American IPA,Year-round,7.2
341532,Ghetto Superstar,52532,American Pale Ale (APA),Rotating,5.9
281789,Over The Top,41762,Belgian Saison,Rotating,8.5
236105,Mango Beach In Wheat,35323,German Hefeweizen,Rotating,4.7
335189,Local Hub Radler,39446,Fruit and Field Beer,Year-round,5.1
102405,La Frontera,31875,American IPA,Year-round,7.8
138822,Oktoberfest Batch #26,35016,German Märzen / Oktoberfest,Rotating,5.1
102905,Number 22 Porter,31875,American Porter,Year-round,6.4
336119,Fun In The Sun,17033,Belgian Strong Pale Ale,Limited (brewed once),8.1
339568,Yellow Caboose,35322,American Pale Ale (APA),Rotating,5.8
256045,Hop Totem Pineapple,35964,American IPA,Rotating,6.7
374118,Hop To Be Square,50844,American IPA,Rotating,8.0
309363,Little Smoky Gose,35964,Leipzig Gose,Rotating,3.8
227725,HopStorm IPA,42848,American IPA,Year-round,6.5
372790,BlueJack Billy Goat,50039,German Bock,Rotating,6.0
276327,Dark Lager,46725,European Dark Lager,Year-round,5.31
220890,Hop Job,43098,American Pale Ale (APA),Rotating,6.1
176209,Smoked Dark Ale,2101,Smoke Beer,Rotating,5.0
285424,Thin Line,37612,Belgian Saison,Spring,5.5
266631,Ulysses,48264,Irish Red Ale,Rotating,5.5
220825,700c Wit,43007,Belgian Witbier,Rotating,6.0
128073,(512) White IPA,17863,Belgian IPA,Summer,5.3
83591,Yo Soy Un Berliner,18823,Berliner Weisse,Rotating,4.4
370833,Bubble Haze,31272,New England IPA,Limited (brewed once),7.5
113574,Travelin' Man,27934,Belgian IPA,Rotating,7.0
179159,Not Easy Being Green IPA,39455,American IPA,Rotating,6.5
363096,Queen Bee Peach Saison,30364,Belgian Saison,Summer,8.2
94053,Daybreak,31272,American Blonde Ale,Year-round,5.0
163692,Angry Leprechaun,34119,Irish Red Ale,Rotating,6.0
316149,Katie's Pride,48264,German Märzen / Oktoberfest,Rotating,5.9
332648,Tart Aladeen News,35547,American IPA,Limited (brewed once),8.1
336941,Kung Fu Robot,43107,American IPA,Rotating,7.0
353737,Retro: Citra,51758,American IPA,Rotating,7.8
129513,Texas Red,35322,American Amber / Red Ale,Year-round,4.8
203086,Hopper House Double IPA,43368,American Imperial IPA,Year-round,8.0
279957,Morning Wood,28255,Russian Imperial Stout,Rotating,10.0
265102,Boerne Blonde,46205,American Blonde Ale,Rotating,5.5
350917,Diamonds in my Mouth,43368,New England IPA,Limited (brewed once),8.0
259015,(512) Smash (Pacific Jade),17863,American IPA,Rotating,5.3
138548,Dawn Of The Dank,34119,American Imperial IPA,Rotating,11.77
335747,Vernal Equinox IPA,2642,American IPA,Rotating,5.0
353516,Chubby Angel Babies,34333,Belgian Tripel,Rotating,9.2
325325,Hop Delivery System,51758,American IPA,Year-round,8.0
167073,Brown IPA,37507,American Brown Ale,Rotating,6.8
201263,Baltic Porter,37532,Baltic Porter,Rotating,9.2
330857,Dubbel Coffee Porter,49549,Belgian Dubbel,Rotating,7.0
74706,Cow Creek,25622,Vienna Lager,Rotating,5.4
371258,Mango Milkshake,24326,New England IPA,Limited (brewed once),6.7
360436,Wheel Monkey Wheat,48894,American Pale Wheat Ale,Rotating,5.4
195945,Centennial IPA,39446,American IPA,Year-round,7.8
212519,Little Man's Complex,41464,English Oatmeal Stout,Winter,10.0
215755,Smoked Porter,39541,Smoke Porter,Year-round,5.0
232716,Funk Tangerine,31228,Belgian Saison,Year-round,6.3
104926,Vintage Monks 2013,27934,Belgian Dubbel,Rotating,9.1
71309,Twisted X Premium Tex Mex Lager,25622,American Lager,Year-round,5.1
322453,Yukon Cornelius,48264,German Weizenbock,Rotating,7.8
261704,Hoppenheimer IPA,47850,American IPA,Year-round,7.4
359369,Just An Old Boiler,4858,American Brown Ale,Rotating,5.0
188112,Abi-Mi-Ale,30162,Belgian Dubbel,Rotating,8.0
239302,Shannon Bohemian Lager,36489,Bohemian Pilsener,Summer,5.2
55872,Uncle Bucks Brown Ale,758,American Brown Ale,Year-round,6.0
155028,KafKaesque,31272,American Black Ale,Winter,10.3
190702,Apocalypse,34765,Belgian Quadrupel (Quad),Rotating,9.0
319466,Autobahn,31066,American Imperial Stout,Rotating,10.5
313895,Black Mage,43107,American Porter,Limited (brewed once),3.5
349675,The Knuckleballer,16088,German Kölsch,Rotating,5.4
364022,Australian Kiss,52077,American Imperial IPA,Limited (brewed once),8.7
113110,Mud Turtle,28255,Scotch Ale / Wee Heavy,Rotating,9.1
254889,Whiskey Mango Petite Golden Sour,37507,American Wild Ale,Rotating,4.5
228005,LightSwitch Lager,43547,American Light Lager,Year-round,3.5
